"12f5 -- 7. Workplace structure, 2010-2024"

"Postal code area","2020 Workplaces, total (TP)","2021 Workplaces, total (TP)","2022 Workplaces, total (TP)","2023 Workplaces, total (TP)","2024 Workplaces, total (TP)"
"94460  Ruottala (Tornio)",21,19,19,18,0
"94500  Lautiosaari (Keminmaa)",626,688,575,632,0
"94600  Ristikangas - Kivikko (Kemi)",1589,1567,1595,1669,0
"94700  Takajärvi - Haukkari (Kemi)",490,456,509,506,0
"94720  Peurasaari (Kemi)",185,216,192,207,0
"94800  Veitsiluoto (Kemi)",515,488,132,101,0
"94830  Pikku Berliini - Hepola (Kemi)",353,134,129,114,0
"94900  Ajos (Kemi)",231,271,220,206,0
"95100  Kuivaniemi Keskus (Ii)",93,95,93,93,0
"95110  Kuivaniemi kk (Ii)",33,32,33,36,0
"95130  Hyryoja (Ii)",17,14,14,13,0
"95160  Oijärvi - Lamminperä (Ii)",20,17,11,15,0
"95200  Simo Keskus (Simo)",420,429,401,422,0
"95210  Filpus (Simo)",12,11,10,11,0
"95220  Simoniemi (Simo)",12,15,12,9,0
"95225  Viantie (Simo)",5,3,3,3,0
"95230  Maksniemi (Simo)",47,68,75,71,0
"95255  Alaniemi (Simo)",1,0,2,2,0
"95260  Tainionjoki (Simo)",4,5,4,5,0
"95270  Yli-Kärppä - Tainionjoki (Simo)",8,8,6,6,0
"95300  Tervola Keskus (Tervola)",662,715,715,729,0
"95310  Liedakkala (Keminmaa)",86,82,64,64,0
"95315  Törmä (Keminmaa)",15,17,36,32,0
"95325  Paakkola (Tervola)",17,14,13,14,0
"95330  Tervola (Tervola)",101,101,101,89,0
"95340  Loue (Tervola)",65,70,74,81,0
"95350  Peura (Tervola)",2,2,2,3,0
"95355  Koivu-Peura (Tervola)",22,23,28,17,0
"95365  Maula (Keminmaa)",25,30,33,35,0
"95370  Itäkoski (Keminmaa)",16,14,18,20,0
"95375  Yli-Paakkola (Tervola)",12,15,18,17,0
"95400  Tornio Keskus (Tornio)",2342,2389,2277,2335,0
"95410  Kiviranta (Tornio)",378,392,423,364,0
"95420  Miukki-Palosaari-Luotomäki (Tornio)",1492,1615,1753,1631,0
"95430  Suensaari (Tornio)",78,87,87,94,0
"95440  Kyläjoki (Tornio)",137,107,116,107,0
"95450  Kirkonmäki (Tornio)",543,566,575,615,0
"95460  Kantojärvi (Tornio)",124,111,116,155,0
"95470  Pirkkiö - Röyttä (Tornio)",63,63,70,65,0
"95490  Terästehtaanalue (Tornio)",2313,2265,2326,2419,0
"95500  Vojakkala - Yli-Liakka (Tornio)",78,83,79,72,0
"95520  Kukkola (Tornio)",20,21,19,17,0
"95530  Karunki (Tornio)",165,178,175,167,0
"95540  Korpikylä (Tornio)",0,1,1,0,0
"95560  Aapajoki (Tornio)",22,16,14,15,0
"95590  Arpela (Tornio)",106,103,95,100,0
"95600  Ylitornio Keskus (Ylitornio)",795,747,795,790,0
"95610  Kainuunkylä (Ylitornio)",31,32,25,24,0
"95615  Pekanpää (Ylitornio)",9,12,10,10,0
"95620  Aavasaksa (Ylitornio)",58,61,70,70,0
"95630  Kuivakangas (Ylitornio)",19,18,15,17,0
"95635  Kaulinranta (Ylitornio)",36,41,44,30,0
"95640  Juoksenki (Pello)",19,19,20,18,0
"95645  Turtola (Pello)",62,72,54,48,0
"95655  Etelä-Portimojärvi (Ylitornio)",4,6,6,7,0
"95660  Kantomaanpää (Ylitornio)",14,14,13,12,0
"95670  Pessalompolo (Ylitornio)",10,10,12,11,0
"95675  Meltosjärvi (Ylitornio)",4,15,19,12,0
"95680  Lohijärvi (Ylitornio)",2,2,1,1,0
"95690  Mellakoski (Ylitornio)",15,18,15,13,0
"95700  Pello Keskus (Pello)",815,834,842,826,0
"95710  Naamijoki (Pello)",8,9,11,14,0
"95720  Jarhoinen (Pello)",6,7,7,6,0
"95750  Orajärvi (Pello)",18,28,25,14,0
"95760  Konttajärvi (Pello)",8,6,9,8,0
"95770  Lankojärvi (Pello)",10,11,11,11,0
"95780  Sirkkakoski (Pello)",12,13,15,17,0
"95790  Lampsijärvi (Pello)",3,3,3,3,0
"95800  Sieppijärvi - Taapajärvi (Kolari)",33,39,52,50,0
"95830  Vaattojärvi (Kolari)",23,23,22,23,0
"95840  Venejärvenkylä (Kolari)",4,5,6,7,0
"95850  Ruokojärvi (Kolari)",4,5,4,5,0
"95860  Pasmajärvi (Kolari)",0,1,1,0,0
"95900  Kolari Keskus (Kolari)",644,682,675,683,0
"95920  Saaripudas (Kolari)",6,4,7,8,0
"95930  Äkäsjoensuu (Kolari)",3,6,5,4,0
"95940  Tapojärvi (Muonio)",4,4,7,7,0
"95950  Kihlanki - Tapojärvi (Muonio)",1,1,1,1,0
"95970  Äkäslompolo (Kolari)",381,433,484,503,0
"95980  Ylläsjärvi (Kolari)",143,167,208,227,0
"95990  Kurtakko (Kolari)",4,4,2,1,0
"96100  Rovaniemi Keskus (Rovaniemi)",6676,6471,6670,6806,0
"96190  Lapinrinne - Ahokangas (Rovaniemi)",541,518,729,670,0
"96200  Sahanperä - Ratantaus (Rovaniemi)",2747,2966,3154,3155,0
"96300  Niemelänkangas - Korvanniemi (Rovaniemi)",2667,2793,2904,2828,0
"96320  Teollisuuskylä (Rovaniemi)",2716,2993,2996,2994,0
"96400  Pullinranta - Kiiruna (Rovaniemi)",2948,3111,3170,3461,0
"96440  Ounasrinne (Rovaniemi)",615,656,656,638,0
"96460  Pöykkölä (Rovaniemi)",191,218,219,218,0
"96500  Korkalovaara (Rovaniemi)",346,362,293,343,0
"96600  Koskenkylä (Rovaniemi)",106,111,142,153,0
"96700  Niskanperä (Rovaniemi)",59,66,238,220,0
"96800  Ylikylä - Patosaari (Rovaniemi)",238,270,299,357,0
"96900  Saarenkylä (Rovaniemi)",1397,1686,1702,1753,0
"96910  Syväsenvaara (Rovaniemi)",481,593,617,627,0
"96930  Napapiiri Rovaniemi (Rovaniemi)",299,369,594,758,0
"96960  Someroharju (Rovaniemi)",231,260,273,714,0
"97110  Rautionsaari (Rovaniemi)",50,48,51,53,0
"97130  Hirvas (Rovaniemi)",78,88,86,82,0
"97140  Muurola (Rovaniemi)",110,235,268,258,0
"97145  Totonvaara (Rovaniemi)",168,16,0,0,0
"97160  Petäjäinen (Rovaniemi)",11,13,15,19,0
"97170  Jaatila (Rovaniemi)",12,13,17,15,0
"97220  Sinettä (Rovaniemi)",157,183,214,223,0
"97240  Sonka (Rovaniemi)",42,38,33,33,0
"97250  Raanujärvi (Ylitornio)",33,26,30,21,0
"97280  Tapio (Rovaniemi)",27,31,45,41,0
"97290  Marraskoski (Rovaniemi)",8,7,8,8,0
"97310  Patokoski (Rovaniemi)",30,34,29,28,0
"97320  Marrasjärvi (Rovaniemi)",6,9,5,6,0
"97330  Rattosjärvi (Pello)",2,2,1,1,0
"97335  Ruuhivaara (Pello)",5,5,6,6,0
"97340  Meltaus-Jääskö-Perttaus (Rovaniemi)",32,37,40,32,0
"97370  Unarin-Luusua (Sodankylä)",7,6,6,7,0
"97380  Kukasranta (Sodankylä)",3,2,2,2,0
"97390  Kierinki (Sodankylä)",14,11,9,7,0
"97420  Lohiniva (Kittilä)",49,54,45,54,0
"97470  Alakylä - Sailehto (Kittilä)",59,54,17,16,0
"97510  Vikajärvi (Rovaniemi)",10,11,10,13,0
"97520  Nampa (Rovaniemi)",1,1,1,1,0
"97530  Nampa - Yli-Nampa (Rovaniemi)",1,2,2,4,0
"97540  Tiainen (Rovaniemi)",14,13,16,18,0
"97580  Misi (Rovaniemi)",11,12,12,11,0
"97590  Raajärvi (Kemijärvi)",0,0,0,0,0
"97610  Oikarainen (Rovaniemi)",39,56,51,58,0
"97615  Tennirova (Rovaniemi)",1,1,1,0,0
"97620  Viiri - Tennirova (Rovaniemi)",1,7,6,4,0
"97625  Vanttauskoski (Rovaniemi)",77,68,77,73,0
"97630  Pekkala (Rovaniemi)",8,8,9,12,0
"97635  Juuniemi (Rovaniemi)",11,15,14,18,0
"97645  Juujärvi (Kemijärvi)",1,1,1,1,0
"97650  Juotas (Rovaniemi)",14,10,9,7,0
"97655  Autti (Rovaniemi)",6,6,6,8,0
"97665  Pohjasperä (Ranua)",22,22,23,26,0
"97670  Kivitaipale (Rovaniemi)",38,30,29,37,0
"97675  Narkaus - Kämät (Rovaniemi)",15,19,15,10,0
"97680  Saari-Kämä (Rovaniemi)",7,5,6,7,0
"97685  Siika-Kämä (Rovaniemi)",4,1,1,0,0
"97690  Sulaoja (Rovaniemi)",5,5,2,2,0
"97700  Ranua Keskus (Ranua)",982,986,981,980,0
"97715  Raiskio (Ranua)",26,27,20,17,0
"97720  Yli-Simo - Raiskio (Ranua)",10,9,9,10,0
"97760  Saariharju (Ranua)",11,13,14,13,0
"97765  Kuha-Impiö-Itäranua (Ranua)",10,9,10,8,0
"97780  Kuukasjärvi - Petäjäjärvi (Ranua)",5,5,4,3,0
"97785  Kelankylä (Ranua)",12,14,14,14,0
"97810  Suorsa (Posio)",0,0,0,0,0
"97815  Pernu - Suorsa (Posio)",3,3,4,3,0
"97820  Perä-Posio (Posio)",4,4,7,5,0
"97840  Lehtiniemi (Posio)",7,7,10,7,0
"97850  Ristilä (Posio)",2,1,1,1,0
"97870  Jumisko (Posio)",0,0,0,0,0
"97880  Nolimo - Jumisko (Posio)",3,1,1,2,0
"97890  Karjalaisenniemi (Posio)",46,40,39,42,0
"97895  Mourujärvi (Posio)",3,8,6,9,0
"97900  Posio Keskus (Posio)",684,695,666,651,0
"97920  Suonnankylä (Posio)",10,8,6,7,0
"97925  Tolva (Posio)",5,10,11,8,0
"97940  Lohiranta (Posio)",6,5,8,8,0
"97950  Säikkä (Posio)",0,0,0,0,0
"97960  Kuloharju - Säikkä (Posio)",6,7,6,6,0
"97965  Kynsilä (Posio)",3,2,3,3,0
"97970  Sirniö (Posio)",5,4,4,6,0
"97980  Anetjärvi (Posio)",22,11,15,13,0
"97999  Köngäs (Kittilä)",0,0,0,0,0
"98100  Kemijärvi Keskus (Kemijärvi)",1217,1158,1180,1255,0
"98120  Särkikangas (Kemijärvi)",353,396,404,360,0
"98230  Luusua - Karsimus (Kemijärvi)",8,13,11,6,0
"98310  Karvakko (Kemijärvi)",199,210,187,197,0
"98350  Tapionniemi (Kemijärvi)",1,1,1,1,0
"98360  Vuostimo (Kemijärvi)",10,11,8,9,0
"98400  Isokylä-Ryti-Lehtola (Kemijärvi)",66,61,62,45,0
"98420  Ryti-Lehtola (Kemijärvi)",14,1,1,1,0
"98440  Kallaanvaara (Kemijärvi)",148,133,114,110,0
"98450  Kostamo (Kemijärvi)",14,15,16,11,0
"98500  Pelkosenniemi Keskus (Pelkosenniemi)",169,153,166,147,0
"98510  Saunavaara (Pelkosenniemi)",4,6,6,8,0
"98530  Pyhätunturi (Pelkosenniemi)",179,207,224,233,0
"98550  Suvanto (Pelkosenniemi)",2,1,2,2,0
"98560  Kairala-Luiro (Pelkosenniemi)",3,4,3,0,0
"98570  Aapajärvi (Pelkosenniemi)",0,0,0,0,0
"98580  Luiro (Pelkosenniemi)",3,2,4,2,0
"98600  Kursu (Salla)",24,13,15,24,0
"98620  Pahkakumpu (Salla)",9,5,7,8,0
"98630  Ahvenselkä (Pelkosenniemi)",6,5,5,7,0
"98660  Salmivaara (Salla)",2,2,1,1,0
"98710  Joutsijärvi (Kemijärvi)",6,7,4,4,0
"98720  Suomutunturi (Kemijärvi)",13,13,12,9,0
"98760  Hirvasvaara - Paloperä (Salla)",0,0,1,1,0
"98770  Aholanvaara (Salla)",1,2,1,2,0
"98780  Maaninkavaara (Posio)",13,13,11,10,0
"98790  Paloperä (Salla)",2,1,2,2,0
"98800  Savukoski Keskus - Värriö (Savukoski)",244,239,257,265,0
"98810  Lunkkaus (Savukoski)",7,6,6,7,0
"98820  Värriö (Savukoski)",11,12,11,12,0
"98830  Martti - Ruuvaoja (Savukoski)",10,13,17,18,0
"98840  Ruuvaoja (Savukoski)",1,1,0,1,0
"98850  Kuosku (Savukoski)",13,17,13,16,0
"98900  Salla Keskus (Salla)",778,780,803,809,0
"98920  Kelloselkä (Salla)",84,89,84,98,0
"98930  Kotalankylä (Salla)",3,5,6,6,0
"98950  Saija (Salla)",11,15,11,11,0
"98960  Naruska (Salla)",12,16,21,20,0
"98970  Onkamojärvi (Salla)",6,9,8,9,0
"98980  Kallunki - Niemelä (Salla)",4,5,4,7,0
"98995  Hautajärvi (Salla)",23,22,28,38,0
"99100  Kittilä Keskus (Kittilä)",1392,1440,1485,1498,0
"99110  Kaukonen (Kittilä)",32,27,104,104,0
"99120  Kallo (Kittilä)",9,17,13,17,0
"99130  Sirkka - Rauhala (Kittilä)",978,1105,1160,1353,0
"99135  Rauhala (Kittilä)",0,0,0,0,0
"99140  Köngäs - Hanhivaara (Kittilä)",41,42,39,45,0
"99150  Tepasto (Kittilä)",4,5,3,8,0
"99160  Lompolo - Pulju (Kittilä)",1,1,1,1,0
"99170  Pulju (Kittilä)",0,0,0,1,0
"99180  Rautusjärvi (Kittilä)",5,7,10,5,0
"99190  Hanhimaa (Kittilä)",0,2,2,2,0
"99195  Pokka (Kittilä)",0,0,0,0,0
"99230  Jeesiöjärvi (Kittilä)",1,1,1,1,0
"99240  Kuivasalmi (Kittilä)",2,4,6,3,0
"99250  Kiistala - Jeesiöjärvi (Kittilä)",517,601,590,579,0
"99270  Hormakumpu (Kittilä)",18,16,13,13,0
"99280  Tepsa (Kittilä)",2,4,4,4,0
"99290  Kelontekemä (Kittilä)",8,8,8,15,0
"99300  Muonio Keskus (Muonio)",815,889,933,932,0
"99310  Yli-Muonio (Muonio)",9,9,8,8,0
"99320  Kätkäsuvanto (Muonio)",10,11,12,11,0
"99330  Pallastunturi (Muonio)",0,10,12,12,0
"99340  Raattama - Pallastunturi (Kittilä)",24,23,23,20,0
"99360  Kangosjärvi (Muonio)",5,4,6,6,0
"99400  Enontekiö Keskus (Enontekiö)",300,324,335,315,0
"99410  Vuontisjärvi (Enontekiö)",5,4,6,6,0
"99420  Peltovuoma (Enontekiö)",19,14,16,15,0
"99430  Nunnanen (Enontekiö)",3,2,4,3,0
"99440  Leppäjärvi (Enontekiö)",20,17,19,23,0
"99450  Palojoensuu - Kuttanen (Enontekiö)",4,1,0,1,0
"99460  Kuttanen (Enontekiö)",6,10,12,9,0
"99470  Karesuvanto (Enontekiö)",50,62,66,63,0
"99490  Kilpisjärvi (Enontekiö)",72,91,102,106,0
"99510  Raudanjoki - Seipäjärvi (Sodankylä)",7,16,19,26,0
"99520  Seipäjärvi (Sodankylä)",1,0,0,1,0
"99530  Vuojärvi (Sodankylä)",4,6,6,6,0
"99540  Torvinen (Sodankylä)",12,12,11,13,0
"99550  Aska - Orakylä (Sodankylä)",9,13,15,13,0
"99555  Luosto (Sodankylä)",64,80,96,80,0
"99560  Orakylä (Sodankylä)",5,7,9,6,0
"99600  Sodankylä Keskus (Sodankylä)",2324,2359,2398,2399,0
"99610  Siurunmaa (Sodankylä)",5,4,4,4,0
"99620  Kelujärvi (Sodankylä)",17,15,12,13,0
"99640  Tanhua (Savukoski)",18,13,9,6,0
"99645  Lokka (Sodankylä)",10,7,9,7,0
"99650  Sattanen (Sodankylä)",54,59,61,57,0
"99655  Sattasvaara (Sodankylä)",9,32,14,8,0
"99660  Kersilö (Sodankylä)",4,3,3,3,0
"99665  Moskuvaara (Sodankylä)",2,2,0,0,0
"99670  Petkula (Sodankylä)",665,672,686,718,0
"99690  Vuotso (Sodankylä)",48,51,51,66,0
"99695  Tankavaara (Sodankylä)",10,11,14,13,0
"99710  Vaalajärvi (Sodankylä)",33,36,36,19,0
"99720  Riipi (Sodankylä)",12,10,13,10,0
"99740  Syväjärvi (Sodankylä)",18,21,16,19,0
"99750  Sassali (Sodankylä)",8,8,8,6,0
"99760  Uimaniemi (Sodankylä)",1,0,0,0,0
"99770  Jeesiö (Sodankylä)",3,4,5,7,0
"99800  Ivalo (Inari)",1681,1756,1835,1847,0
"99830  Saariselkä (Inari)",337,450,502,542,0
"99860  Nellim (Inari)",13,31,30,24,0
"99870  Inari Keskus - Lemmenjoki (Inari)",417,467,523,516,0
"99885  Lemmenjoki (Inari)",3,2,2,2,0
"99910  Kaamanen - Partakko (Inari)",25,31,33,26,0
"99930  Sevettijärvi - Näätämö (Inari)",7,6,9,14,0
"99940  Näätämö (Inari)",27,37,44,39,0
"99950  Karigasniemi (Utsjoki)",67,72,68,72,0
"99980  Utsjoki Keskus (Utsjoki)",266,255,241,238,0
"99990  Nuorgam (Utsjoki)",45,49,55,51,0
