"12f2 -- 4. Size and stage in life of households, 2010-2024"

"Postal code area","2020 One-person households (TE)","2021 One-person households (TE)","2022 One-person households (TE)","2023 One-person households (TE)","2024 One-person households (TE)"
"94200  Torvinen - Vainio (Kemi)",543,521,519,544,554
"94300  Pajusaari (Kemi)",62,57,58,60,59
"94400  Keminmaa Keskus (Keminmaa)",625,654,656,649,639
"94430  Kaakamo (Tornio)",123,128,124,124,136
"94450  Lassila - Jokisuu (Keminmaa)",220,228,237,234,244
"94460  Ruottala (Tornio)",23,22,23,25,23
"94500  Lautiosaari (Keminmaa)",338,354,348,378,376
"94600  Ristikangas - Kivikko (Kemi)",396,397,395,411,398
"94700  Takajärvi - Haukkari (Kemi)",1174,1176,1158,1150,1191
"94720  Peurasaari (Kemi)",239,238,217,231,241
"94800  Veitsiluoto (Kemi)",0,0,0,0,0
"94830  Pikku Berliini - Hepola (Kemi)",546,544,531,532,530
"94900  Ajos (Kemi)",45,51,48,49,46
"95100  Kuivaniemi Keskus (Ii)",229,239,228,228,223
"95110  Kuivaniemi kk (Ii)",62,61,61,58,55
"95130  Hyryoja (Ii)",10,11,13,14,11
"95160  Oijärvi - Lamminperä (Ii)",56,62,59,58,62
"95200  Simo Keskus (Simo)",228,227,241,250,253
"95210  Filpus (Simo)",32,37,40,41,40
"95220  Simoniemi (Simo)",45,45,39,38,43
"95225  Viantie (Simo)",38,42,40,42,42
"95230  Maksniemi (Simo)",84,91,94,97,96
"95255  Alaniemi (Simo)",14,19,18,20,20
"95260  Tainionjoki (Simo)",...,...,...,...,...
"95270  Yli-Kärppä - Tainionjoki (Simo)",21,25,25,26,26
"95300  Tervola Keskus (Tervola)",385,408,397,412,427
"95310  Liedakkala (Keminmaa)",61,63,56,55,60
"95315  Törmä (Keminmaa)",35,35,36,35,33
"95325  Paakkola (Tervola)",25,23,23,25,27
"95330  Tervola (Tervola)",98,97,101,110,102
"95340  Loue (Tervola)",63,56,67,63,60
"95350  Peura (Tervola)",...,...,...,...,...
"95355  Koivu-Peura (Tervola)",53,52,53,48,55
"95365  Maula (Keminmaa)",46,43,41,40,42
"95370  Itäkoski (Keminmaa)",23,27,26,25,24
"95375  Yli-Paakkola (Tervola)",24,22,19,20,20
"95400  Tornio Keskus (Tornio)",1235,1295,1309,1312,1318
"95410  Kiviranta (Tornio)",519,510,511,509,517
"95420  Miukki-Palosaari-Luotomäki (Tornio)",937,933,959,940,934
"95430  Suensaari (Tornio)",384,404,403,412,407
"95440  Kyläjoki (Tornio)",80,81,88,89,85
"95450  Kirkonmäki (Tornio)",355,369,381,390,388
"95460  Kantojärvi (Tornio)",97,92,88,89,101
"95470  Pirkkiö - Röyttä (Tornio)",90,101,104,112,102
"95490  Terästehtaanalue (Tornio)",0,0,0,0,0
"95500  Vojakkala - Yli-Liakka (Tornio)",125,131,132,127,128
"95520  Kukkola (Tornio)",49,46,46,45,46
"95530  Karunki (Tornio)",113,119,114,116,110
"95540  Korpikylä (Tornio)",14,13,11,10,12
"95560  Aapajoki (Tornio)",25,29,31,31,30
"95590  Arpela (Tornio)",135,133,135,136,135
"95600  Ylitornio Keskus (Ylitornio)",428,421,429,447,467
"95610  Kainuunkylä (Ylitornio)",44,42,41,37,32
"95615  Pekanpää (Ylitornio)",18,17,17,18,14
"95620  Aavasaksa (Ylitornio)",83,73,69,73,69
"95630  Kuivakangas (Ylitornio)",21,26,27,24,25
"95635  Kaulinranta (Ylitornio)",51,49,48,52,53
"95640  Juoksenki (Pello)",50,53,54,46,45
"95645  Turtola (Pello)",51,54,53,50,53
"95655  Etelä-Portimojärvi (Ylitornio)",25,25,23,21,21
"95660  Kantomaanpää (Ylitornio)",37,37,35,34,34
"95670  Pessalompolo (Ylitornio)",20,25,23,22,22
"95675  Meltosjärvi (Ylitornio)",44,39,40,36,40
"95680  Lohijärvi (Ylitornio)",...,20,15,17,17
"95690  Mellakoski (Ylitornio)",34,32,28,24,27
"95700  Pello Keskus (Pello)",454,465,448,455,471
"95710  Naamijoki (Pello)",...,...,...,...,...
"95720  Jarhoinen (Pello)",...,...,...,...,...
"95750  Orajärvi (Pello)",18,18,16,16,15
"95760  Konttajärvi (Pello)",22,23,20,24,24
"95770  Lankojärvi (Pello)",32,38,39,40,45
"95780  Sirkkakoski (Pello)",22,26,21,24,25
"95790  Lampsijärvi (Pello)",19,19,19,19,19
"95800  Sieppijärvi - Taapajärvi (Kolari)",95,110,115,115,113
"95830  Vaattojärvi (Kolari)",25,30,29,27,30
"95840  Venejärvenkylä (Kolari)",...,...,...,...,...
"95850  Ruokojärvi (Kolari)",...,...,...,...,...
"95860  Pasmajärvi (Kolari)",...,...,...,...,...
"95900  Kolari Keskus (Kolari)",385,388,400,410,407
"95920  Saaripudas (Kolari)",21,20,20,20,21
"95930  Äkäsjoensuu (Kolari)",16,17,18,17,16
"95940  Tapojärvi (Muonio)",...,...,...,...,...
"95950  Kihlanki - Tapojärvi (Muonio)",...,...,...,...,...
"95970  Äkäslompolo (Kolari)",110,115,124,142,132
"95980  Ylläsjärvi (Kolari)",39,46,39,40,39
"95990  Kurtakko (Kolari)",9,12,11,10,13
"96100  Rovaniemi Keskus (Rovaniemi)",4425,4560,4624,4824,4771
"96190  Lapinrinne - Ahokangas (Rovaniemi)",640,671,696,695,690
"96200  Sahanperä - Ratantaus (Rovaniemi)",2034,2080,2020,1977,1972
"96300  Niemelänkangas - Korvanniemi (Rovaniemi)",2108,2269,2396,2443,2507
"96320  Teollisuuskylä (Rovaniemi)",...,...,...,...,...
"96400  Pullinranta - Kiiruna (Rovaniemi)",823,886,922,928,940
"96440  Ounasrinne (Rovaniemi)",839,805,813,810,824
"96460  Pöykkölä (Rovaniemi)",289,309,302,302,301
"96500  Korkalovaara (Rovaniemi)",1485,1488,1524,1530,1517
"96600  Koskenkylä (Rovaniemi)",108,105,106,109,103
"96700  Niskanperä (Rovaniemi)",63,57,53,61,55
"96800  Ylikylä - Patosaari (Rovaniemi)",193,187,200,213,212
"96900  Saarenkylä (Rovaniemi)",877,872,880,915,910
"96910  Syväsenvaara (Rovaniemi)",486,492,526,515,524
"96930  Napapiiri Rovaniemi (Rovaniemi)",...,...,...,...,...
"96960  Someroharju (Rovaniemi)",35,32,38,33,28
"97110  Rautionsaari (Rovaniemi)",35,35,38,32,36
"97130  Hirvas (Rovaniemi)",101,99,99,94,92
"97140  Muurola (Rovaniemi)",260,263,269,268,263
"97145  Totonvaara (Rovaniemi)",0,0,0,0,0
"97160  Petäjäinen (Rovaniemi)",35,37,36,31,31
"97170  Jaatila (Rovaniemi)",32,31,30,26,30
"97220  Sinettä (Rovaniemi)",104,104,105,97,106
"97240  Sonka (Rovaniemi)",48,51,50,52,51
"97250  Raanujärvi (Ylitornio)",32,31,36,37,45
"97280  Tapio (Rovaniemi)",51,50,48,44,43
"97290  Marraskoski (Rovaniemi)",15,18,16,20,21
"97310  Patokoski (Rovaniemi)",34,33,30,30,30
"97320  Marrasjärvi (Rovaniemi)",16,16,17,16,17
"97330  Rattosjärvi (Pello)",...,...,...,...,...
"97335  Ruuhivaara (Pello)",16,17,17,16,16
"97340  Meltaus-Jääskö-Perttaus (Rovaniemi)",67,69,59,62,64
"97370  Unarin-Luusua (Sodankylä)",...,...,...,...,...
"97380  Kukasranta (Sodankylä)",...,...,...,...,...
"97390  Kierinki (Sodankylä)",32,30,31,31,29
"97420  Lohiniva (Kittilä)",84,87,89,82,85
"97470  Alakylä - Sailehto (Kittilä)",38,35,37,33,32
"97510  Vikajärvi (Rovaniemi)",45,45,45,42,46
"97520  Nampa (Rovaniemi)",...,...,...,...,...
"97530  Nampa - Yli-Nampa (Rovaniemi)",21,23,24,25,22
"97540  Tiainen (Rovaniemi)",25,25,23,22,27
"97580  Misi (Rovaniemi)",26,26,24,25,21
"97590  Raajärvi (Kemijärvi)",...,...,...,...,...
"97610  Oikarainen (Rovaniemi)",65,62,57,60,61
"97615  Tennirova (Rovaniemi)",...,...,...,...,...
"97620  Viiri - Tennirova (Rovaniemi)",18,17,18,16,15
"97625  Vanttauskoski (Rovaniemi)",76,77,75,71,68
"97630  Pekkala (Rovaniemi)",24,21,21,25,28
"97635  Juuniemi (Rovaniemi)",40,38,36,37,43
"97645  Juujärvi (Kemijärvi)",33,33,34,29,29
"97650  Juotas (Rovaniemi)",36,31,31,34,35
"97655  Autti (Rovaniemi)",36,37,39,41,44
"97665  Pohjasperä (Ranua)",27,27,29,28,28
"97670  Kivitaipale (Rovaniemi)",30,34,31,31,27
"97675  Narkaus - Kämät (Rovaniemi)",31,31,35,33,35
"97680  Saari-Kämä (Rovaniemi)",...,...,...,...,6
"97685  Siika-Kämä (Rovaniemi)",...,...,...,...,...
"97690  Sulaoja (Rovaniemi)",13,12,12,9,11
"97700  Ranua Keskus (Ranua)",540,538,535,543,564
"97715  Raiskio (Ranua)",39,41,40,38,39
"97720  Yli-Simo - Raiskio (Ranua)",28,27,26,26,27
"97760  Saariharju (Ranua)",24,27,29,30,29
"97765  Kuha-Impiö-Itäranua (Ranua)",12,14,13,14,14
"97780  Kuukasjärvi - Petäjäjärvi (Ranua)",11,8,9,9,10
"97785  Kelankylä (Ranua)",8,...,...,...,16
"97810  Suorsa (Posio)",...,...,...,...,...
"97815  Pernu - Suorsa (Posio)",...,...,...,...,...
"97820  Perä-Posio (Posio)",18,14,14,16,16
"97840  Lehtiniemi (Posio)",14,15,15,14,16
"97850  Ristilä (Posio)",18,16,14,14,14
"97870  Jumisko (Posio)",...,...,...,...,...
"97880  Nolimo - Jumisko (Posio)",...,...,...,...,...
"97890  Karjalaisenniemi (Posio)",27,25,21,22,22
"97895  Mourujärvi (Posio)",11,15,17,16,14
"97900  Posio Keskus (Posio)",420,437,446,451,462
"97920  Suonnankylä (Posio)",11,12,10,10,13
"97925  Tolva (Posio)",...,12,12,9,...
"97940  Lohiranta (Posio)",13,13,13,12,10
"97950  Säikkä (Posio)",...,...,...,...,...
"97960  Kuloharju - Säikkä (Posio)",20,20,20,21,20
"97965  Kynsilä (Posio)",11,11,9,9,10
"97970  Sirniö (Posio)",11,11,13,13,12
"97980  Anetjärvi (Posio)",23,17,19,17,17
"97999  Köngäs (Kittilä)",0,0,0,0,0
"98100  Kemijärvi Keskus (Kemijärvi)",835,831,828,839,839
"98120  Särkikangas (Kemijärvi)",519,500,491,493,497
"98230  Luusua - Karsimus (Kemijärvi)",41,39,39,47,44
"98310  Karvakko (Kemijärvi)",61,71,72,67,74
"98350  Tapionniemi (Kemijärvi)",30,31,31,36,33
"98360  Vuostimo (Kemijärvi)",35,33,39,38,40
"98400  Isokylä-Ryti-Lehtola (Kemijärvi)",80,87,84,88,83
"98420  Ryti-Lehtola (Kemijärvi)",26,27,26,24,28
"98440  Kallaanvaara (Kemijärvi)",128,138,140,147,155
"98450  Kostamo (Kemijärvi)",63,63,58,62,60
"98500  Pelkosenniemi Keskus (Pelkosenniemi)",104,104,108,108,99
"98510  Saunavaara (Pelkosenniemi)",...,...,...,...,...
"98530  Pyhätunturi (Pelkosenniemi)",54,51,51,56,52
"98550  Suvanto (Pelkosenniemi)",...,...,...,...,...
"98560  Kairala-Luiro (Pelkosenniemi)",23,25,23,22,23
"98570  Aapajärvi (Pelkosenniemi)",...,...,...,...,...
"98580  Luiro (Pelkosenniemi)",...,...,...,...,...
"98600  Kursu (Salla)",56,59,60,61,60
"98620  Pahkakumpu (Salla)",...,...,...,...,...
"98630  Ahvenselkä (Pelkosenniemi)",12,11,...,...,...
"98660  Salmivaara (Salla)",26,23,23,23,23
"98710  Joutsijärvi (Kemijärvi)",24,19,19,20,23
"98720  Suomutunturi (Kemijärvi)",23,20,20,20,22
"98760  Hirvasvaara - Paloperä (Salla)",...,...,...,...,...
"98770  Aholanvaara (Salla)",...,...,...,...,...
"98780  Maaninkavaara (Posio)",9,8,10,...,...
"98790  Paloperä (Salla)",...,...,...,...,...
"98800  Savukoski Keskus - Värriö (Savukoski)",122,124,122,125,125
"98810  Lunkkaus (Savukoski)",...,...,...,...,...
"98820  Värriö (Savukoski)",...,...,...,...,...
"98830  Martti - Ruuvaoja (Savukoski)",30,31,34,38,37
"98840  Ruuvaoja (Savukoski)",...,...,...,...,...
"98850  Kuosku (Savukoski)",15,16,17,17,16
"98900  Salla Keskus (Salla)",536,535,534,547,556
"98920  Kelloselkä (Salla)",30,28,31,28,30
"98930  Kotalankylä (Salla)",25,20,21,16,15
"98950  Saija (Salla)",36,30,33,28,29
"98960  Naruska (Salla)",...,...,...,...,...
"98970  Onkamojärvi (Salla)",20,19,17,18,17
"98980  Kallunki - Niemelä (Salla)",...,...,...,...,...
"98995  Hautajärvi (Salla)",42,41,43,46,43
"99100  Kittilä Keskus (Kittilä)",565,596,608,607,614
"99110  Kaukonen (Kittilä)",66,65,63,62,64
"99120  Kallo (Kittilä)",22,22,24,24,27
"99130  Sirkka - Rauhala (Kittilä)",282,300,278,297,291
"99135  Rauhala (Kittilä)",...,...,...,...,...
"99140  Köngäs - Hanhivaara (Kittilä)",32,38,37,46,42
"99150  Tepasto (Kittilä)",13,15,17,16,14
"99160  Lompolo - Pulju (Kittilä)",...,...,...,...,...
"99170  Pulju (Kittilä)",...,...,...,...,...
"99180  Rautusjärvi (Kittilä)",...,...,...,...,...
"99190  Hanhimaa (Kittilä)",...,...,...,...,...
"99195  Pokka (Kittilä)",...,...,...,...,...
"99230  Jeesiöjärvi (Kittilä)",...,...,...,...,...
"99240  Kuivasalmi (Kittilä)",...,...,...,...,...
"99250  Kiistala - Jeesiöjärvi (Kittilä)",11,9,10,10,11
"99270  Hormakumpu (Kittilä)",13,13,13,15,15
"99280  Tepsa (Kittilä)",18,18,21,18,16
"99290  Kelontekemä (Kittilä)",20,20,19,18,17
"99300  Muonio Keskus (Muonio)",304,313,348,352,346
"99310  Yli-Muonio (Muonio)",32,34,29,31,33
"99320  Kätkäsuvanto (Muonio)",29,28,28,24,22
"99330  Pallastunturi (Muonio)",0,...,...,...,...
"99340  Raattama - Pallastunturi (Kittilä)",23,24,27,22,18
"99360  Kangosjärvi (Muonio)",18,16,20,21,15
"99400  Enontekiö Keskus (Enontekiö)",140,138,148,148,144
"99410  Vuontisjärvi (Enontekiö)",19,20,18,19,18
"99420  Peltovuoma (Enontekiö)",22,22,23,26,24
"99430  Nunnanen (Enontekiö)",14,19,22,20,19
"99440  Leppäjärvi (Enontekiö)",24,22,28,28,25
"99450  Palojoensuu - Kuttanen (Enontekiö)",24,24,27,23,28
"99460  Kuttanen (Enontekiö)",...,...,...,...,...
"99470  Karesuvanto (Enontekiö)",47,46,49,51,47
"99490  Kilpisjärvi (Enontekiö)",33,31,36,38,42
"99510  Raudanjoki - Seipäjärvi (Sodankylä)",16,17,18,17,21
"99520  Seipäjärvi (Sodankylä)",...,...,...,...,...
"99530  Vuojärvi (Sodankylä)",...,12,13,12,13
"99540  Torvinen (Sodankylä)",16,20,19,17,17
"99550  Aska - Orakylä (Sodankylä)",18,19,17,15,16
"99555  Luosto (Sodankylä)",23,21,22,24,25
"99560  Orakylä (Sodankylä)",38,41,41,37,36
"99600  Sodankylä Keskus (Sodankylä)",1322,1359,1353,1335,1356
"99610  Siurunmaa (Sodankylä)",...,...,...,...,...
"99620  Kelujärvi (Sodankylä)",38,40,40,33,39
"99640  Tanhua (Savukoski)",24,23,22,18,18
"99645  Lokka (Sodankylä)",15,15,12,11,12
"99650  Sattanen (Sodankylä)",27,25,30,27,27
"99655  Sattasvaara (Sodankylä)",23,24,23,20,20
"99660  Kersilö (Sodankylä)",...,...,...,...,...
"99665  Moskuvaara (Sodankylä)",...,...,...,...,...
"99670  Petkula (Sodankylä)",...,...,...,...,...
"99690  Vuotso (Sodankylä)",37,42,47,41,42
"99695  Tankavaara (Sodankylä)",...,...,...,...,...
"99710  Vaalajärvi (Sodankylä)",40,41,43,46,45
"99720  Riipi (Sodankylä)",28,23,24,24,24
"99740  Syväjärvi (Sodankylä)",33,30,31,32,28
"99750  Sassali (Sodankylä)",...,...,...,...,...
"99760  Uimaniemi (Sodankylä)",...,...,...,...,...
"99770  Jeesiö (Sodankylä)",21,23,22,20,18
"99800  Ivalo (Inari)",910,938,952,979,976
"99830  Saariselkä (Inari)",100,102,102,111,117
"99860  Nellim (Inari)",38,38,41,46,41
"99870  Inari Keskus - Lemmenjoki (Inari)",236,223,232,265,269
"99885  Lemmenjoki (Inari)",...,...,...,...,...
"99910  Kaamanen - Partakko (Inari)",46,50,48,49,46
"99930  Sevettijärvi - Näätämö (Inari)",52,54,53,46,46
"99940  Näätämö (Inari)",...,...,...,...,...
"99950  Karigasniemi (Utsjoki)",70,73,74,78,80
"99980  Utsjoki Keskus (Utsjoki)",178,186,182,183,172
"99990  Nuorgam (Utsjoki)",41,37,39,36,37
